ID;Nome Completo;Idade;CPF;Sexo;Estado Civil;E-mail;Telefone;Cidade;Estado;Marca;Modelo;Ano_fabricacao;Cor;Valor_venda;Data_venda;Forma_pagamento
4886;Yasmin Cassiano;66;961.325.074-34;Feminino;Casado;kgoncalves@example.com;0900-155-3290;Nunes;TO;Volskwagen;Amarok;2020;Preto;31889.11;2023-05-17;Leasing
4887;Manuela Barbosa;70;308.912.647-87;Feminino;Viúvo;rebecadias@example.org;+55 61 8000-3953;Melo do Oeste;MG;Toyota;Corolla Cross;2021;Branco;183153.53;2017-06-11;Financiamento
4888;Maria Helena Moreira;34;583.740.129-60;Feminino;Divorciado;julia64@example.org;51 2950 1074;Macedo do Campo;AL;Volskwagen;Saveiro;2023;Cinza;229143.96;2018-05-29;À vista
4889;Emanuelly Gomes;18;492.351.867-73;Feminino;Divorciado;aparecidacamila@example.com;+55 31 8879 9119;Cavalcanti da Praia;AP;Honda;CR-V;2023;Branco;138470.76;2021-08-04;Consórcio
4890;Maria Helena das Neves;59;470.318.295-50;Feminino;Divorciado;ana-julia79@example.org;+55 71 1133-9040;Azevedo da Serra;PB;Citroen;C4;2019;Branco;71148.77;2021-12-13;Consórcio
4891;Arthur Miguel Peixoto;37;250.674.938-10;Masculino;Divorciado;thomas70@example.net;31 3075-9323;Machado;PE;Honda;HR-V;2018;Vermelho;43865.64;2019-03-29;À vista
4892;Renan Silva;46;674.583.021-35;Masculino;Solteiro;isabelteixeira@example.net;+55 (041) 7156 1102;da Rocha;CE;Volskwagen;Polo;2022;Preto;166671.6;2023-01-23;Consórcio
4893;Gabriela da Mata;31;960.728.154-30;Feminino;Divorciado;jesusmaria-isis@example.net;(021) 8245-9760;da Mata do Norte;MS;Toyota;Hilux;2018;Branco;189767.45;2020-10-07;Financiamento
4894;Maria Luísa Santos;60;418.726.359-46;Feminino;Divorciado;limaarthur-gabriel@example.com;(011) 9542 2025;Castro da Prata;PB;Fiat;Fiorino;2017;Azul;169584.23;2024-05-10;Financiamento
4895;Enzo Gabriel Porto;51;123.094.568-70;Masculino;Divorciado;agatha22@example.com;(061) 8345-9797;Borges das Flores;RS;Volskwagen;Polo;2018;Branco;153136.47;2018-08-28;À vista
4896;Ravy da Costa;25;981.643.725-28;Masculino;Solteiro;guerraliam@example.com;+55 84 7995-9646;Azevedo Grande;MT;Toyota;Corolla;2020;Cinza;230439.5;2017-07-08;Consórcio
4897;Heloisa Borges;38;396.517.042-25;Feminino;Viúvo;miguel75@example.net;+55 84 6491 0386;Borges;TO;Volskwagen;Nivus;2014;Branco;148728.83;2019-06-07;À vista
4898;Alexia Abreu;24;638.504.712-17;Feminino;Viúvo;fcasa-grande@example.com;+55 (084) 6238 6400;Pastor;ES;Peugeot;208;2017;Preto;61218.16;2017-09-10;À vista
4899;Kamilly Jesus;67;641.598.720-85;Feminino;Casado;cardosoapollo@example.com;+55 11 6151-3398;Cassiano;RN;Fiat;Strada;2017;Preto;139596.45;2019-12-01;Financiamento
4900;Enzo Gabriel Sales;60;354.769.128-19;Masculino;Casado;clara89@example.com;+55 71 4597 4910;Porto;CE;Hyundai;HB20S;2021;Prata;66768.46;2018-03-21;À vista
4901;Otto Cavalcante;49;490.375.816-84;Masculino;Casado;rezenderenan@example.org;0800-878-1949;Machado do Galho;RS;Citroen;C4 Grand Picasso;2022;Cinza;245121.49;2020-12-17;À vista
4902;Breno Pastor;53;042.789.631-22;Masculino;Casado;peixotoisabel@example.com;(051) 1210 2493;Câmara;MA;Ford;Focus;2020;Vermelho;144095.07;2021-12-01;Financiamento
4903;Ravi Farias;46;952.614.078-85;Masculino;Solteiro;machadolivia@example.net;(021) 6362-3078;Santos;MS;Fiat;500e;2018;Cinza;83065.58;2023-07-19;À vista
4904;Vinícius Alves;42;401.756.892-02;Masculino;Viúvo;ysilva@example.com;(081) 0706 2136;Nunes das Pedras;BA;Toyota;Hilux;2023;Prata;189182.27;2017-07-24;Consórcio
4905;Joana Martins;31;053.961.248-06;Feminino;Viúvo;jribeiro@example.org;61 8685 6139;Moura do Campo;RO;Honda;City;2017;Prata;154809.11;2017-05-04;À vista
4906;Liam Porto;55;468.257.130-35;Masculino;Casado;almeidapietro@example.net;+55 (081) 5359-1810;Moreira;ES;Fiat;Fastback;2022;Azul;64689.08;2024-01-15;Consórcio
4907;Gabrielly Cassiano;51;524.310.967-34;Feminino;Divorciado;qnascimento@example.net;71 7699-9269;Silveira do Amparo;MA;Ford;Ecosport;2019;Preto;165255.07;2024-01-28;Financiamento
4908;Maria Eduarda Pacheco;34;981.603.472-78;Feminino;Solteiro;rodrigo01@example.org;(031) 7380-8767;Pereira;SE;Volskwagen;Up;2018;Prata;63727.08;2024-09-29;Financiamento
4909;Ana Clara Montenegro;39;815.264.937-64;Feminino;Casado;cassianostella@example.net;61 3480-6746;Siqueira;ES;Citroen;C3;2017;Cinza;150492.28;2021-12-06;Financiamento
4910;Henry Gabriel Souza;32;508.472.319-41;Masculino;Solteiro;moraesemanuel@example.com;+55 (031) 3843 0574;Albuquerque;AM;Volskwagen;Polo;2021;Prata;91782.74;2023-12-14;Consórcio
4911;Ayla Caldeira;70;029.634.185-15;Feminino;Casado;costelalarissa@example.net;41 1037-4136;da Rocha das Flores;PI;Ford;Ranger;2014;Branco;100051.25;2019-09-21;Consórcio
4912;Ana Liz Fonseca;27;564.029.137-07;Feminino;Viúvo;eloah11@example.net;(041) 1458-7179;Câmara;TO;Volskwagen;Nivus;2015;Cinza;33086.42;2024-12-01;Financiamento
4913;Gustavo Souza;20;237.915.684-00;Masculino;Casado;portosamuel@example.org;+55 84 5270 6147;Sales dos Dourados;SP;Honda;Fit;2016;Vermelho;47198.19;2023-07-21;Financiamento
4914;Alana Montenegro;29;854.972.613-37;Feminino;Viúvo;cirinorafaela@example.com;(061) 5346-9701;Pimenta;PI;Peugeot;208;2019;Cinza;161580.29;2023-05-30;Financiamento
4915;João Guilherme Cavalcanti;45;351.624.897-19;Masculino;Divorciado;rodrigofreitas@example.org;+55 51 9811 4065;Siqueira;CE;Toyota;Hilux;2019;Cinza;213838.37;2021-03-11;Financiamento
4916;Dom da Mata;19;260.384.791-04;Masculino;Divorciado;fsousa@example.com;+55 41 0042 2923;das Neves de Goiás;RN;Toyota;Corolla;2017;Preto;123735.75;2019-02-02;Financiamento
4917;Liz Oliveira;36;972.036.548-00;Feminino;Casado;ianfreitas@example.net;0800-014-0232;Barros de Aragão;MS;Peugeot;3008;2020;Prata;51868.96;2025-02-03;Financiamento
4918;Léo Barbosa;37;495.386.702-56;Masculino;Viúvo;erodrigues@example.org;84 3145 1418;Cunha;AP;Hyundai;Creta;2022;Vermelho;103667.09;2019-08-09;Financiamento
4919;Alícia Rodrigues;53;061.934.725-25;Feminino;Casado;mendoncamarcos-vinicius@example.org;0800 410 2083;Abreu;PI;Fiat;Cronos;2014;Azul;45110.43;2023-09-28;Consórcio
4920;Manuella Araújo;60;308.561.472-90;Feminino;Viúvo;castroallana@example.net;51 0497 4769;Correia da Mata;RS;Citroen;C3;2016;Vermelho;89136.77;2024-02-15;À vista
4921;Ana Carolina Rodrigues;25;106.537.824-62;Feminino;Casado;larada-rosa@example.com;0900-296-3148;da Mota dos Dourados;PB;Toyota;Camry;2013;Cinza;126804.42;2021-04-19;Financiamento
4922;Alexandre Casa Grande;34;647.198.523-19;Masculino;Casado;yurigarcia@example.com;+55 81 2622 1033;Vieira;SP;Peugeot;Partner;2014;Branco;150986.48;2023-06-21;Consórcio
4923;Ravi Lucca da Cruz;32;513.462.089-05;Masculino;Divorciado;umonteiro@example.net;11 3635-0383;Farias;ES;Hyundai;HB20;2019;Prata;237906.83;2019-03-28;Consórcio
4924;Caroline Duarte;55;142.859.607-02;Feminino;Casado;benicio30@example.net;+55 21 0615-2201;Fernandes do Norte;GO;Fiat;Toro;2017;Prata;123607.93;2022-01-12;Consórcio
4925;Breno Sousa;39;160.892.537-40;Masculino;Viúvo;gomesisabel@example.org;0500 295 0567;Andrade do Galho;SC;Ford;Territory;2016;Prata;141687.36;2024-10-31;Consórcio
4926;Luísa Aparecida;66;019.847.362-13;Feminino;Divorciado;nunesjosue@example.net;41 6273 2931;da Costa;MA;Ford;Territory;2017;Vermelho;86632.87;2018-07-05;À vista
4927;Caio da Cunha;54;391.456.820-89;Masculino;Solteiro;lfarias@example.net;+55 84 4003-1005;Sousa de Silva;PE;Toyota;Yaris;2019;Preto;72083.56;2024-01-12;Financiamento
4928;Matteo Sousa;48;810.963.472-96;Masculino;Solteiro;camilanovais@example.net;(051) 1247 7019;Pastor da Praia;BA;Ford;Ecosport;2023;Prata;116849.98;2024-07-13;Consórcio
4929;Ana Lívia Aragão;67;534.908.176-48;Feminino;Solteiro;joaquim64@example.com;0900-103-5082;da Rosa das Flores;RN;Ford;Ka;2022;Branco;94130.73;2019-03-31;Financiamento
4930;Isabella Freitas;42;103.954.672-25;Feminino;Casado;qpeixoto@example.org;+55 (084) 9336 9512;Abreu das Pedras;AC;Honda;City;2023;Cinza;214399.07;2023-02-03;Financiamento
4931;Francisco Fogaça;65;703.428.591-88;Masculino;Divorciado;laracostela@example.com;(041) 6273 4928;Santos;DF;Hyundai;HB20S;2023;Preto;140166.87;2024-09-26;Financiamento
4932;Maria Helena Farias;22;175.238.690-68;Feminino;Divorciado;vasconcelosjose@example.net;(084) 7687 4995;Sales;AC;Fiat;Fiorino;2019;Prata;209478.27;2023-09-25;Consórcio
4933;Arthur Gabriel Barbosa;51;351.268.947-73;Masculino;Casado;maitepinto@example.net;+55 11 0766 9681;Ribeiro;AM;Fiat;Fastback;2014;Branco;45365.04;2020-09-18;Financiamento
4934;Stella Borges;34;672.351.804-71;Feminino;Viúvo;cferreira@example.org;(051) 1354-1086;Mendes de Machado;MA;Toyota;Corolla Cross;2015;Cinza;127149.02;2021-10-10;À vista
4935;Rafael Fogaça;66;517.843.260-62;Masculino;Viúvo;alexia79@example.org;+55 21 7585-7388;Nunes;MS;Ford;Ecosport;2018;Prata;209415.81;2024-12-27;À vista
4936;Maria Julia Siqueira;48;673.981.520-86;Feminino;Divorciado;ravyalbuquerque@example.net;31 8726-1048;Caldeira do Galho;PA;Volskwagen;Saveiro;2014;Vermelho;140090.84;2024-08-26;Consórcio
4937;Rafaela Moura;70;209.341.586-06;Feminino;Solteiro;vianaandre@example.org;+55 (021) 1760-0394;Silveira da Mata;RN;Peugeot;3008;2022;Cinza;183312.62;2018-06-06;À vista
4938;Henry Vieira;69;918.623.054-98;Masculino;Viúvo;fariasheloisa@example.net;(011) 2020-1720;Carvalho;ES;Peugeot;Partner;2016;Branco;122156.4;2020-09-06;À vista
4939;Maria Cecília Aparecida;26;429.075.186-58;Feminino;Divorciado;dsantos@example.net;+55 21 3331 4351;Cavalcante;RS;Citroen;Basalt;2017;Azul;221992.19;2024-03-18;Consórcio
4940;Stella Marques;35;170.825.436-62;Feminino;Casado;rpereira@example.com;+55 (041) 3928 8787;Correia de Souza;MS;Honda;City;2015;Preto;165139.46;2024-09-08;Financiamento
4941;Heloísa Albuquerque;59;021.765.498-30;Feminino;Solteiro;gomesenzo-gabriel@example.org;(051) 5795 6967;Correia;PI;Jeep;Compass;2017;Preto;231666.91;2023-11-25;Financiamento
4942;Maysa Lima;61;859.724.160-85;Feminino;Casado;melina46@example.org;0900-712-6109;Novaes;DF;Volskwagen;Saveiro;2019;Prata;142711.71;2020-11-04;Consórcio
4943;Alice Sampaio;69;641.702.358-35;Feminino;Divorciado;hguerra@example.org;+55 31 8749-7307;Leão da Mata;AL;Honda;Fit;2014;Vermelho;67495.21;2020-11-12;Financiamento
4944;Maria Flor Aparecida;61;735.180.926-77;Feminino;Casado;ana-clarada-mota@example.org;+55 (021) 8860-1132;Barbosa do Norte;PA;Honda;Fit;2016;Verde;69412.82;2022-10-04;Consórcio
4945;Cecília Gonçalves;55;956.740.283-38;Feminino;Divorciado;arthur-miguelmelo@example.net;+55 (021) 0178-8636;Caldeira;MS;Citroen;C4 Grand Picasso;2017;Verde;158456.75;2018-08-25;À vista
4946;Caroline Garcia;35;254.370.189-32;Feminino;Solteiro;goncalvesalice@example.com;21 1152 6086;Sales;SP;Hyundai;Creta;2015;Vermelho;127222.07;2023-04-09;Financiamento
4947;Melina Gomes;47;283.451.079-23;Feminino;Solteiro;kmendes@example.com;+55 81 9828 2579;Aragão;PE;Ford;Territory;2015;Prata;120925.4;2018-02-05;À vista
4948;Emanuella Abreu;29;791.306.852-30;Feminino;Casado;xlopes@example.com;(051) 2404 9945;Nogueira;RO;Toyota;Camry;2017;Branco;91481.96;2022-08-29;Consórcio
4949;Marcelo Lopes;58;803.271.459-60;Masculino;Solteiro;maria-luisa85@example.org;+55 51 1095 8372;Cunha da Praia;PE;Peugeot;3008;2016;Branco;205392.34;2019-12-12;Financiamento
4950;Kamilly Costela;35;136.529.804-33;Feminino;Solteiro;rpacheco@example.net;+55 41 7827-5712;da Rocha;MA;Fiat;Pulse;2013;Cinza;195088.36;2024-08-18;Consórcio
4951;Giovanna Novais;49;417.230.695-07;Feminino;Divorciado;acirino@example.com;21 2125 2284;da Luz de Pastor;TO;Ford;Focus;2021;Cinza;135778.69;2023-10-14;Consórcio
4952;Ana Carolina Rocha;52;134.598.620-33;Feminino;Solteiro;ofarias@example.net;+55 71 2502 0904;Moreira;PB;Fiat;Argo;2023;Branco;108902.05;2019-11-10;À vista
4953;Caleb Gonçalves;39;548.792.631-09;Masculino;Divorciado;ceciliacorreia@example.net;31 7199-6008;Correia do Oeste;SP;Volskwagen;T-Cross;2018;Vermelho;99013.42;2019-12-06;À vista
4954;Rebeca Viana;70;392.574.610-25;Feminino;Solteiro;eloah95@example.com;31 4922-2926;Garcia da Serra;RN;Fiat;Strada;2018;Preto;99539.24;2024-09-25;À vista
4955;Pietro Pinto;45;534.108.269-98;Masculino;Solteiro;pintothiago@example.net;51 7977 1928;Cardoso de Carvalho;ES;Honda;City;2022;Azul;83083.9;2022-02-09;À vista
4956;Mariane Sousa;28;387.021.649-22;Feminino;Divorciado;novaesbruno@example.org;+55 61 9427 4917;Novaes;AC;Ford;Focus;2023;Branco;91709.1;2018-12-04;Consórcio
4957;Luísa Vargas;67;217.408.963-78;Feminino;Divorciado;barrosjose-miguel@example.net;0300-387-1568;Nunes;RJ;Honda;Civic;2021;Branco;157374.01;2020-05-15;Consórcio
4958;Ana Clara Viana;23;146.783.059-39;Feminino;Viúvo;guerraleo@example.org;31 5982 9844;Silva das Flores;PI;Fiat;Strada;2021;Branco;67797.19;2022-11-19;Consórcio
4959;Diogo Pastor;30;457.602.381-08;Masculino;Divorciado;kguerra@example.net;(081) 5623 9291;Farias Grande;PI;Ford;Ka;2016;Cinza;180320.36;2022-10-19;Consórcio
4960;Aylla Jesus;68;542.801.396-60;Feminino;Casado;pedrobrito@example.net;+55 (021) 4465 5464;Lima Paulista;RJ;Toyota;Camry;2014;Verde;67628.29;2022-06-28;Financiamento
4961;Isabelly Correia;25;856.319.207-86;Feminino;Divorciado;ana-ceciliaaraujo@example.org;41 0851-4139;Siqueira Grande;ES;Citroen;Basalt;2022;Prata;241985.95;2023-08-22;À vista
4962;Manuela da Mata;34;097.852.634-10;Feminino;Solteiro;oliveiralucas@example.org;+55 51 6529 7908;Marques;RR;Peugeot;2008;2020;Preto;239336.57;2021-05-11;Consórcio
4963;Carolina Ferreira;40;362.598.104-15;Feminino;Casado;garaujo@example.com;+55 51 9779 2591;Peixoto de Marques;PB;Toyota;Corolla;2020;Azul;237244.65;2024-08-10;Consórcio
4964;Augusto da Mata;63;671.930.584-01;Masculino;Solteiro;ana-juliaborges@example.net;(061) 9688 6608;Nogueira;RS;Honda;Fit;2013;Vermelho;78054.44;2021-01-31;Financiamento
4965;Marcos Vinicius Novaes;39;238.951.760-95;Masculino;Viúvo;wabreu@example.org;+55 (031) 7609-6245;da Mata do Campo;RR;Fiat;Mobi;2014;Branco;60696.29;2017-12-26;Consórcio
4966;Bento Andrade;27;062.843.517-71;Masculino;Viúvo;benjamin39@example.net;0800 405 3576;Pires;MT;Ford;Ka Sedan;2017;Vermelho;87911.0;2017-12-02;Consórcio
4967;Laís das Neves;40;743.586.219-37;Feminino;Viúvo;zpinto@example.org;0500 909 2033;Gonçalves de Cirino;BA;Volskwagen;T-Cross;2023;Preto;156395.94;2019-08-23;Financiamento
4968;Joana Cassiano;45;762.918.345-37;Feminino;Divorciado;mendoncaana@example.org;31 4023 7538;Costela;AM;Toyota;Camry;2015;Cinza;117964.4;2017-04-25;À vista
4969;Matteo Almeida;23;208.965.134-24;Masculino;Casado;caio04@example.org;21 5454 7739;da Mata;TO;Toyota;Hilux;2013;Prata;176042.13;2020-08-12;Financiamento
4970;Lucas Gabriel Brito;38;904.726.385-56;Masculino;Solteiro;leaoana-laura@example.com;+55 51 6425 9967;Pimenta de Minas;RN;Peugeot;208;2018;Prata;56734.82;2024-10-11;Financiamento
4971;Luan da Rocha;18;156.348.790-00;Masculino;Divorciado;vitor-gabriel67@example.net;81 9473 7224;Mendes do Amparo;GO;Toyota;Corolla;2016;Cinza;183157.55;2022-11-20;Financiamento
4972;Thales Pacheco;65;328.041.579-97;Masculino;Divorciado;daparecida@example.net;+55 84 3476 0575;Pereira de Camargo;AL;Jeep;Cherokee;2022;Vermelho;222513.52;2018-12-03;À vista
4973;Marcelo Rodrigues;52;560.283.174-62;Masculino;Casado;wabreu@example.com;(011) 2245 3527;Cassiano;RJ;Peugeot;208;2022;Cinza;84539.27;2021-08-08;Consórcio
4974;Luiz Gustavo Aparecida;26;752.941.380-50;Masculino;Viúvo;rafaelgarcia@example.net;71 7582 4366;Almeida;RS;Toyota;Camry;2017;Preto;129582.71;2024-09-01;Financiamento
4975;Cauã Melo;34;031.625.894-60;Masculino;Solteiro;caldeirajoao@example.org;(041) 2351-0778;Souza;RO;Honda;Fit;2023;Prata;69075.0;2018-07-08;Consórcio
4976;Bella Macedo;49;978.612.453-73;Feminino;Casado;da-luzagatha@example.org;+55 (011) 1102 0600;da Paz;PI;Peugeot;2008;2016;Cinza;126316.5;2018-03-07;À vista
4977;Mathias Cavalcante;47;628.970.354-47;Masculino;Casado;fernandesevelyn@example.com;0500 538 8931;da Costa;SE;Toyota;Corolla Cross;2020;Prata;218084.43;2021-10-10;À vista
4978;Eloá Porto;45;705.182.639-59;Feminino;Casado;leoda-paz@example.com;61 5905-5615;Vasconcelos das Pedras;SE;Peugeot;3008;2016;Branco;164547.87;2025-03-18;À vista
4979;Ana Laura da Conceição;49;036.192.457-70;Feminino;Viúvo;jose-miguel41@example.net;(081) 9177-3883;Caldeira de Silveira;SE;Chevrolet;S-10;2021;Vermelho;30788.49;2019-03-12;À vista
4980;Erick Azevedo;70;189.076.243-13;Masculino;Solteiro;garciajose-pedro@example.org;(031) 0836 6690;Rodrigues de Ramos;AM;Hyundai;HB20;2023;Preto;246562.35;2017-09-15;Financiamento
4981;Bella Pacheco;47;845.620.139-15;Feminino;Casado;drodrigues@example.net;+55 31 6079 9465;Silva;DF;Toyota;Camry;2016;Branco;85804.82;2020-02-10;Consórcio
4982;Ana Carolina Santos;66;769.215.340-06;Feminino;Casado;luiz-gustavovargas@example.com;61 4926 6861;Costela do Amparo;MS;Ford;Ranger;2021;Cinza;77747.59;2025-01-27;Financiamento
4983;Luan da Rocha;27;359.064.728-00;Masculino;Casado;ana-beatriz69@example.org;51 8996 9368;Vieira;RJ;Volskwagen;Nivus;2013;Vermelho;85735.73;2023-04-23;À vista
4984;Antônio Mendes;49;479.120.536-70;Masculino;Viúvo;pimentanathan@example.net;+55 (061) 7190-0942;Correia das Pedras;CE;Chevrolet;S-10;2018;Cinza;206811.6;2021-01-25;À vista
4985;Alexandre Câmara;32;896.502.147-20;Masculino;Divorciado;valentinapereira@example.org;(061) 4210 0678;Brito de Novaes;SC;Ford;Focus;2021;Prata;211354.64;2022-03-23;À vista
4986;Emanuelly Mendonça;30;120.485.963-98;Feminino;Solteiro;rezendeotto@example.org;+55 (084) 0106 4998;Campos da Prata;AM;Toyota;Etios;2015;Prata;204153.22;2019-07-15;Financiamento
4987;Bianca da Costa;24;329.647.815-91;Feminino;Divorciado;santoslavinia@example.net;(084) 3602-1921;Santos do Galho;MG;Ford;Ecosport;2013;Prata;235804.63;2022-08-19;Consórcio
4988;Yasmin Sales;59;097.536.214-34;Feminino;Solteiro;dgarcia@example.com;0800-797-2707;Lopes;RO;Honda;City;2013;Preto;50161.34;2018-11-13;Consórcio
4989;Dante Correia;52;674.820.931-50;Masculino;Divorciado;marquesmilena@example.com;+55 84 2847 8863;Pacheco;DF;Chevrolet;Prisma;2023;Preto;216868.27;2023-08-01;Consórcio
4990;Rafaela Viana;64;509.143.826-24;Feminino;Viúvo;sophie24@example.org;+55 11 3749 5847;Pacheco do Sul;MG;Peugeot;308;2021;Branco;74679.32;2023-12-05;À vista
4991;Joaquim Ramos;52;098.436.752-74;Masculino;Solteiro;tda-cruz@example.org;0900 934 8745;Novais;PE;Honda;Civic;2022;Verde;30858.22;2018-12-16;Consórcio
4992;Ana Julia da Rocha;67;426.107.389-78;Feminino;Solteiro;ana-claraviana@example.com;+55 (051) 3259-9189;Barbosa do Oeste;BA;Ford;Ecosport;2016;Preto;161111.65;2023-12-06;Financiamento
4993;Gael Henrique Cunha;70;789.421.603-87;Masculino;Divorciado;joanamachado@example.net;84 2907-4604;Cardoso do Campo;AL;Honda;Fit;2023;Vermelho;204214.74;2021-03-10;Consórcio
4994;Ana Vitória Sá;32;123.745.968-00;Feminino;Solteiro;daniela08@example.org;0300-586-7164;Macedo do Campo;GO;Honda;Civic;2015;Preto;232278.51;2022-01-27;À vista
4995;Larissa da Cruz;44;985.640.132-15;Feminino;Casado;jcasa-grande@example.com;21 3326 0881;Souza de Ramos;AP;Honda;Fit;2018;Cinza;38889.4;2023-09-10;Financiamento
4996;Maria Julia Cassiano;51;025.413.879-97;Feminino;Casado;britoigor@example.net;+55 (011) 8189-7211;Costela;RS;Toyota;Yaris;2016;Branco;235819.56;2024-02-21;Financiamento
4997;Luiza Castro;18;658.273.109-21;Feminino;Viúvo;uvieira@example.com;11 2372-7612;Costa;RR;Ford;Ka;2022;Preto;182358.47;2023-05-17;Consórcio
4998;Rafael Costa;52;247.816.503-17;Masculino;Casado;bryan50@example.com;51 4162 1270;Santos;PB;Toyota;Etios;2021;Cinza;183577.42;2024-09-09;À vista
4999;Otávio Azevedo;18;206.145.398-89;Masculino;Viúvo;ccamara@example.com;21 7023-9300;Andrade;RJ;Toyota;Camry;2013;Cinza;79884.18;2024-11-06;Consórcio
5000;Heitor da Rosa;33;081.523.794-41;Masculino;Solteiro;da-luzevelyn@example.org;+55 21 2336 8893;Lopes;RO;Volskwagen;T-Cross;2021;Branco;79720.89;2024-10-23;Financiamento
5001;Maria Cardoso;31;518.297.436-19;Feminino;Divorciado;xjesus@example.org;84 5897-6869;Castro;PE;Fiat;Strada;2018;Azul;191903.02;2023-05-28;Consórcio
5002;Rafaela Peixoto;63;935.614.820-15;Feminino;Viúvo;maria-luisa99@example.com;11 1144 1407;Novaes da Serra;MA;Ford;Ranger;2022;Vermelho;198669.51;2019-02-04;À vista
5003;Benjamim Santos;66;789.012.365-59;Masculino;Viúvo;jcarvalho@example.com;61 0255 0234;Teixeira;SE;Toyota;Yaris;2016;Vermelho;133836.97;2019-08-11;Consórcio
5004;Diogo Pinto;30;382.015.946-06;Masculino;Solteiro;maria-laurarezende@example.org;+55 (021) 1200 4279;Sales do Amparo;SE;Peugeot;2008;2021;Cinza;54161.67;2017-06-29;À vista
5005;Bruna Rocha;69;573.480.162-35;Feminino;Casado;maria-vitoria14@example.org;+55 (084) 3644-4493;Aragão;PA;Ford;Focus;2015;Branco;93961.35;2024-09-26;Financiamento
5006;Maria Eduarda Brito;55;764.389.102-87;Feminino;Casado;hnogueira@example.net;11 2264-0810;Carvalho de Pires;MT;Ford;Focus;2016;Vermelho;65301.2;2019-03-10;À vista
5007;Henry Gabriel Albuquerque;60;903.542.716-52;Masculino;Casado;joao-lucas49@example.com;0300-644-6821;Moreira;DF;Citroen;C4;2019;Preto;33188.79;2020-03-26;À vista
5008;Olivia da Cruz;36;715.689.230-40;Feminino;Solteiro;ryanmartins@example.org;(084) 0446-2320;Cirino da Prata;AL;Honda;Civic;2014;Preto;245481.07;2024-10-06;Consórcio
5009;Emanuelly Peixoto;63;210.384.597-88;Feminino;Divorciado;calebe94@example.com;+55 61 5812 8794;da Paz;PE;Ford;Focus;2013;Vermelho;80266.74;2019-08-27;À vista
5010;Calebe Rezende;43;591.683.240-06;Masculino;Viúvo;maria-luiza34@example.com;51 6551 1180;Silveira;MG;Honda;City;2014;Verde;244482.71;2019-01-21;À vista
5011;Maria Liz Lopes;55;748.260.153-80;Feminino;Solteiro;liz27@example.org;+55 31 6685-6166;Moura da Mata;PI;Honda;CR-V;2015;Branco;220114.33;2024-05-06;Financiamento
